5,4/11/2020,22___,pelota_roja,pelota_verde,381,256
5,4/11/2020,22___,pelota_roja,pelota_verde,387,262
5,4/11/2020,22___,pelota_roja,pelota_verde,393,268
5,4/11/2020,22___,pelota_roja,pelota_verde,399,274
3,4/11/2020,22___,pelota_roja,pelota_verde,381,256
3,4/11/2020,22___,pelota_roja,pelota_verde,387,262
3,4/11/2020,22___,pelota_roja,pelota_verde,393,268
3,4/11/2020,22___,pelota_roja,pelota_verde,399,274
3,4/11/2020,22___,pelota_roja,pelota_verde,35,130
3,4/11/2020,22___,pelota_roja,pelota_verde,31,136
3,4/11/2020,22___,pelota_roja,pelota_verde,27,142
3,4/11/2020,22___,pelota_roja,pelota_verde,23,148
8,4/11/2020,22___,pelota_roja,pelota_verde,381,256
8,4/11/2020,22___,pelota_roja,pelota_verde,387,262
8,4/11/2020,22___,pelota_roja,pelota_verde,393,268
8,4/11/2020,22___,pelota_roja,pelota_verde,399,274
8,4/11/2020,22___,pelota_roja,pelota_verde,35,130
8,4/11/2020,22___,pelota_roja,pelota_verde,31,136
8,4/11/2020,22___,pelota_roja,pelota_verde,27,142
8,4/11/2020,22___,pelota_roja,pelota_verde,23,148
8,11/11/2020,22___,pelota_roja,pelota_verde,381,256
8,11/11/2020,22___,pelota_roja,pelota_verde,387,262
8,11/11/2020,22___,pelota_roja,pelota_verde,393,268
8,11/11/2020,22___,pelota_roja,pelota_verde,399,274
8,11/11/2020,22___,pelota_roja,pelota_verde,381,256
8,11/11/2020,22___,pelota_roja,pelota_verde,387,262
8,11/11/2020,22___,pelota_roja,pelota_verde,393,268
8,11/11/2020,22___,pelota_roja,pelota_verde,399,274
8,11/11/2020,22___,pelota_roja,pelota_verde,35,130
8,11/11/2020,22___,pelota_roja,pelota_verde,31,136
8,11/11/2020,22___,pelota_roja,pelota_verde,27,142
8,11/11/2020,22___,pelota_roja,pelota_verde,23,148
8,11/11/2020,22___,pelota_roja,pelota_verde,381,256
8,11/11/2020,22___,pelota_roja,pelota_verde,387,262
8,11/11/2020,22___,pelota_roja,pelota_verde,393,268
8,11/11/2020,22___,pelota_roja,pelota_verde,399,274
8,11/11/2020,22___,pelota_roja,pelota_verde,35,130
8,11/11/2020,22___,pelota_roja,pelota_verde,31,136
8,11/11/2020,22___,pelota_roja,pelota_verde,27,142
8,11/11/2020,22___,pelota_roja,pelota_verde,23,148
8,11/11/2020,22___,pelota_roja,pelota_verde,381,256
8,11/11/2020,22___,pelota_roja,pelota_verde,387,262
8,11/11/2020,22___,pelota_roja,pelota_verde,393,268
8,11/11/2020,22___,pelota_roja,pelota_verde,399,274
8,11/11/2020,22___,pelota_roja,pelota_verde,279,394
8,11/11/2020,22___,pelota_roja,pelota_verde,275,400
8,11/11/2020,22___,pelota_roja,pelota_verde,375,250
8,11/11/2020,22___,pelota_roja,pelota_verde,371,246
8,11/11/2020,22___,pelota_roja,pelota_verde,367,242
8,11/11/2020,22___,pelota_roja,pelota_verde,363,238
8,11/11/2020,22___,pelota_roja,pelota_verde,359,234
8,11/11/2020,22___,pelota_roja,pelota_verde,339,214
8,11/11/2020,22___,pelota_roja,pelota_verde,85,260
8,11/11/2020,22___,pelota_roja,pelota_verde,91,256
8,11/11/2020,22___,pelota_roja,pelota_verde,499,44
8,11/11/2020,22___,pelota_roja,pelota_verde,495,40
8,11/11/2020,22___,pelota_roja,pelota_verde,505,60
8,11/11/2020,22___,pelota_roja,pelota_verde,511,56
8,11/11/2020,22___,pelota_roja,pelota_verde,517,52
8,11/11/2020,22___,pelota_roja,pelota_verde,335,320
8,11/11/2020,22___,pelota_roja,pelota_verde,505,30
8,11/11/2020,22___,pelota_roja,pelota_verde,75,20
8,11/11/2020,22___,pelota_roja,pelota_verde,343,218
8,11/11/2020,22___,pelota_roja,pelota_verde,339,214
8,11/11/2020,22___,pelota_roja,pelota_verde,335,210
8,11/11/2020,22___,pelota_roja,pelota_verde,331,206
8,11/11/2020,22___,pelota_roja,pelota_verde,327,202
8,11/11/2020,22___,pelota_roja,pelota_verde,323,198
8,11/11/2020,22___,pelota_roja,pelota_verde,319,194
8,11/11/2020,22___,pelota_roja,pelota_verde,315,190
8,11/11/2020,22___,pelota_roja,pelota_verde,311,186
8,11/11/2020,22___,pelota_roja,pelota_verde,691,236
8,11/11/2020,22___,pelota_roja,pelota_verde,687,232
8,11/11/2020,22___,pelota_roja,pelota_verde,223,168
8,11/11/2020,22___,pelota_roja,pelota_verde,219,164
8,11/11/2020,22___,pelota_roja,pelota_verde,215,160
8,11/11/2020,22___,pelota_roja,pelota_verde,211,156
8,11/11/2020,22___,pelota_roja,pelota_verde,241,156
8,11/11/2020,22___,pelota_roja,pelota_verde,583,348
8,11/11/2020,22___,pelota_roja,pelota_verde,255,130
8,11/11/2020,22___,pelota_roja,pelota_verde,251,126
8,11/11/2020,22___,pelota_roja,pelota_verde,247,122
8,11/11/2020,22___,pelota_roja,pelota_verde,243,118
8,11/11/2020,22___,pelota_roja,pelota_verde,239,114
8,11/11/2020,22___,pelota_roja,pelota_verde,235,110
8,11/11/2020,22___,pelota_roja,pelota_verde,231,106
8,11/11/2020,22___,pelota_roja,pelota_verde,227,102
8,11/11/2020,22___,pelota_roja,pelota_verde,223,98
8,11/11/2020,22___,pelota_roja,pelota_verde,99,34
8,11/11/2020,22___,pelota_roja,pelota_verde,95,40
8,11/11/2020,22___,pelota_roja,pelota_verde,91,46
8,11/11/2020,22___,pelota_roja,pelota_verde,175,50
8,11/11/2020,22___,pelota_roja,pelota_verde,171,46
8,11/11/2020,22___,pelota_roja,pelota_verde,167,42
8,11/11/2020,22___,pelota_roja,pelota_verde,163,38
8,11/11/2020,22___,pelota_roja,pelota_verde,159,34
8,11/11/2020,22___,pelota_roja,pelota_verde,155,30
8,11/11/2020,22___,pelota_roja,pelota_verde,151,26
8,11/11/2020,22___,pelota_roja,pelota_verde,147,22
8,11/11/2020,22___,pelota_roja,pelota_verde,143,18
8,11/11/2020,22___,pelota_roja,pelota_verde,225,360
8,11/11/2020,22___,pelota_roja,pelota_verde,447,352
8,11/11/2020,22___,pelota_roja,pelota_verde,443,348
8,11/11/2020,22___,pelota_roja,pelota_verde,287,192
8,11/11/2020,22___,pelota_roja,pelota_verde,251,136
8,11/11/2020,22___,pelota_roja,pelota_verde,257,132
8,11/11/2020,22___,pelota_roja,pelota_verde,263,128
8,11/11/2020,22___,pelota_roja,pelota_verde,157,292
8,11/11/2020,22___,pelota_roja,pelota_verde,163,298
8,11/11/2020,22___,pelota_roja,pelota_verde,169,304
8,11/11/2020,22___,pelota_roja,pelota_verde,595,340
8,11/11/2020,22___,pelota_roja,pelota_verde,215,90
8,11/11/2020,22___,pelota_roja,pelota_verde,211,86
8,11/11/2020,22___,pelota_roja,pelota_verde,207,82
8,11/11/2020,22___,pelota_roja,pelota_verde,203,78
8,11/11/2020,22___,pelota_roja,pelota_verde,199,74
8,11/11/2020,22___,pelota_roja,pelota_verde,195,70
8,11/11/2020,22___,pelota_roja,pelota_verde,191,66
8,11/11/2020,22___,pelota_roja,pelota_verde,187,62
8,11/11/2020,22___,pelota_roja,pelota_verde,183,58
8,11/11/2020,22___,pelota_roja,pelota_verde,709,264
8,11/11/2020,22___,pelota_roja,pelota_verde,715,260
8,11/11/2020,22___,pelota_roja,pelota_verde,271,306
